seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source
1;50;7;5;3613.687;-1.3301064263616134e-13;-6.650532131808067e-12;7.126527843302591;5.3578628762786805e13;20189884;45523;TIME_LIMIT;1.229222e6;14662;vertex
2;50;7;5;3611.974;-1.0300543227069616e-13;-5.150271613534808e-12;5.984464104079183;5.80985290984667e13;18420494;48633;TIME_LIMIT;70035.0;1081;vertex
3;50;7;5;3613.785;-1.562066028418984e-13;-7.810330142094921e-12;7.047990029943943;4.511966780992884e13;19273939;45769;TIME_LIMIT;9941.0;105;vertex
1;50;7;10;300.474;-33.45284004061308;-1672.642002030654;0.33423413751165043;0.00999120364985086;4877557;6431;OPTIMAL;5981.0;31;vertex
2;50;7;10;1157.699;-23.7649322990524;-1188.2466149526201;0.2375456219764942;0.009995636385043102;17335070;31737;OPTIMAL;98706.0;1231;vertex
3;50;7;10;35.862;-37.24302271370185;-1862.1511356850924;0.3721299581781139;0.009991937578181748;534317;805;OPTIMAL;2112.0;3;vertex
1;50;7;20;336.262;-66.75764572599013;-3337.8822862995066;0.667170684939137;0.009993921710144935;5395605;5619;OPTIMAL;18783.0;148;vertex
2;50;7;20;198.31;-48.89852605583886;-2444.926302791943;0.48877734128069505;0.0099957479438653;3143428;3909;OPTIMAL;21193.0;198;vertex
3;50;7;20;6.469;-67.19462780983679;-3359.731390491839;0.6470942966499393;0.009630149280404373;58070;207;OPTIMAL;1386.0;1;vertex
1;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;100;10;15;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;100;10;15;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;100;10;15;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;100;10;34;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;100;10;34;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;100;10;34;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;150;12;18;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;150;12;18;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;150;12;18;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;150;12;44;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;150;12;44;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;150;12;44;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;200;14;10;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;200;14;10;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;200;14;10;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;200;14;21;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;200;14;21;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;200;14;21;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;200;14;55;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;200;14;55;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;200;14;55;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
