seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source
1;50;7;5;3602.87;-1.4757554100972044e-15;-7.378777050486022e-14;0.531664222517222;3.602658129386106e14;4973012;164303;TIME_LIMIT;378417.0;37021;vertex
2;50;7;5;3602.289;-1.35843940625073e-15;-6.79219703125365e-14;0.5223493306155214;3.845216269580965e14;3610900;150569;TIME_LIMIT;160887.0;19095;vertex
3;50;7;5;3604.073;-1.5449267409195872e-15;-7.724633704597937e-14;0.5351948055736372;3.4642083109719044e14;5736230;180099;TIME_LIMIT;892111.0;68864;vertex
1;50;7;10;3601.422;-0.6563349813967121;-32.8167490698356;0.4662322692144607;0.7103571841048244;2468203;133793;TIME_LIMIT;6793.0;1781;vertex
2;50;7;10;3601.234;-0.6781563599766722;-33.907817998833615;0.4402539511840995;0.6491923945080212;2085299;122343;TIME_LIMIT;2415.0;198;vertex
3;50;7;10;3601.667;-0.6964447883728754;-34.82223941864377;0.4475820370447433;0.64266693428842;2567012;134069;TIME_LIMIT;6214.0;1127;vertex
1;50;7;20;3601.315;-1.4151837065037896;-70.75918532518948;0.15300840260704174;0.10811910983984468;5037067;136851;TIME_LIMIT;386706.0;21303;vertex
2;50;7;20;3601.152;-1.5519778696938449;-77.59889348469224;0.13113065831734194;0.08449260835350042;3623285;124637;TIME_LIMIT;11441.0;2218;vertex
3;50;7;20;3601.037;-1.6341773859338198;-81.70886929669099;0.1634525924819612;0.10002132809380379;5297918;118171;TIME_LIMIT;24117.0;3208;vertex
1;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;100;10;15;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;100;10;15;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;100;10;15;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;100;10;34;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;100;10;34;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;100;10;34;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;150;12;18;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;150;12;18;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;150;12;18;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;150;12;44;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;150;12;44;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;150;12;44;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;200;14;10;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;200;14;10;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;200;14;10;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;200;14;21;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;200;14;21;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;200;14;21;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
1;200;14;55;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
2;200;14;55;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
3;200;14;55;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing
