seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source;avg_pruned_nodes
1;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;50;7;10;146.071;-0.6598948947686418;-0.6598948947686418;0.03297634099286573;0.049972111095702876;1788798;4035;OPTIMAL;11224.0;381;0.0;0.0;vertex;0.0
2;50;7;10;215.018;-0.6785467060591251;-0.6785467060591251;0.03390507771852125;0.04996719815417825;2615275;4595;OPTIMAL;3856.0;148;0.0;0.0;rounding;0.0
3;50;7;10;1041.006;-0.6964447883728754;-0.6964447883728754;0.0348215901869563;0.04999906779159194;12871320;14411;OPTIMAL;201271.0;1965;0.0;0.0;vertex;0.0
4;50;7;10;101.413;-0.6856937571458355;-0.6856937571458355;0.034271908027073916;0.04998136218962959;1215749;2645;OPTIMAL;871.0;9;0.0;0.0;vertex;0.0
5;50;7;10;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;50;7;20;22.192;-1.413156071348166;-1.413156071348166;0.07060627049957069;0.04996353335000822;251653;1135;OPTIMAL;3702.0;159;0.0;0.0;vertex;0.0
2;50;7;20;6.409;-1.5519778696938449;-1.5519778696938449;0.0772472042981871;0.04977339291147591;62848;579;OPTIMAL;1727.0;76;0.0;0.0;vertex;0.0
3;50;7;20;160.764;-1.6341773859338198;-1.6341773859338198;0.08163958021353612;0.04995760002325863;1931785;3645;OPTIMAL;65981.0;1017;0.0;0.0;rounding;0.0
4;50;7;20;12.114;-1.4119494993225339;-1.4119494993225339;0.07031492941297524;0.04979988976001831;131406;963;OPTIMAL;1050.0;29;0.0;0.0;rounding;0.0
5;50;7;20;216.296;-1.4735010073641448;-1.4735010073641448;0.07367087998548816;0.0499971697455935;2590063;3777;OPTIMAL;52292.0;744;0.0;0.0;vertex;0.0
1;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;80;8;12;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;80;8;12;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;80;8;12;3600.028;-0.8054736491888068;-0.8054736491888068;0.13659827680731385;0.16958751778519643;31335669;58765;TIME_LIMIT;1.113086e6;10103;0.0;0.0;vertex;0.0
4;80;8;12;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;80;8;12;3600.033;-0.8619484131774704;-0.8619484131774704;0.09747641124694695;0.11308845141626486;29878730;68295;TIME_LIMIT;64026.0;943;0.0;0.0;vertex;0.0
1;80;8;24;532.653;-2.3179536657323903;-2.3179536657323903;0.11588709946518305;0.049995433980586874;4999456;8103;OPTIMAL;68188.0;653;0.0;0.0;rounding;0.0
2;80;8;24;3600.03;-1.9008365917276113;-1.9008365917276113;0.10485437604897774;0.05516222515144179;30330414;60697;TIME_LIMIT;61308.0;868;0.0;0.0;rounding;0.0
3;80;8;24;3600.023;-1.934688963971006;-1.934688963971006;0.11795754212423093;0.060969770501052324;32184095;49949;TIME_LIMIT;183187.0;1794;0.0;0.0;rounding;0.0
4;80;8;24;3600.027;-2.0012388131692047;-2.0012388131692047;0.11011319512063311;0.055022516251449015;31414801;58487;TIME_LIMIT;2.023002e6;17622;0.0;0.0;vertex;0.0
5;80;8;24;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
