seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source;avg_pruned_nodes
1;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;50;7;10;189.58;-33.45284004061308;-33.45284004061308;1.6649147855675466;0.04976901164583556;5199707;2565;OPTIMAL;11383.0;88;0.0;0.0;vertex;0.0
2;50;7;10;330.423;-23.7649322990524;-23.7649322990524;1.1881224975157316;0.04999477728632564;9209763;6095;OPTIMAL;121511.0;1280;0.0;0.0;vertex;0.0
3;50;7;10;22.794;-37.24302271370185;-37.24302271370185;1.8619711687889193;0.049995167768804465;591392;441;OPTIMAL;1468.0;11;0.0;0.0;vertex;0.0
4;50;7;10;437.992;-22.993689716100974;-22.993689716100974;1.1484850187596614;0.04994783494688339;12263302;7057;OPTIMAL;102883.0;944;0.0;0.0;vertex;0.0
5;50;7;10;22.218;-37.283639549849234;-37.283639549849234;1.838580657966837;0.04931333636322186;583442;471;OPTIMAL;2803.0;31;0.0;0.0;rounding;0.0
1;50;7;20;51.307;-66.75764572599013;-66.75764572599013;3.3355983516603374;0.04996578766949716;1354089;2005;OPTIMAL;3595.0;56;0.0;0.0;vertex;0.0
2;50;7;20;26.011;-48.89852605583886;-48.89852605583886;2.4423097103618474;0.04994648933943106;653431;1707;OPTIMAL;11473.0;366;0.0;0.0;vertex;0.0
3;50;7;20;0.564;-67.19462780983679;-67.19462780983679;2.671689305601163;0.039760459915964406;244;3;OPTIMAL;563.0;1;0.0;0.0;vertex;0.0
4;50;7;20;21.62;-48.92801076156209;-48.92801076156209;2.4447767181875335;0.049966812059895824;540599;1719;OPTIMAL;1132.0;18;0.0;0.0;vertex;0.0
5;50;7;20;5.551;-71.89139954013103;-71.89139954013103;3.591624329466967;0.04995902642654856;119502;471;OPTIMAL;1111.0;13;0.0;0.0;vertex;0.0
1;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;80;8;12;1580.194;-69.75713531226219;-69.75713531226219;3.486999177802062;0.04998770609189714;33851228;8881;OPTIMAL;8442.0;39;0.0;0.0;vertex;0.0
2;80;8;12;3308.186;-47.092835853545125;-47.092835853545125;2.3546298004602946;0.04999974534944128;68980494;19211;OPTIMAL;688617.0;2132;0.0;0.0;vertex;0.0
3;80;8;12;3600.007;-49.08266353223607;-49.08266353223607;2.6444326125298616;0.05387712121191376;74540613;20381;TIME_LIMIT;440190.0;1423;0.0;0.0;vertex;0.0
4;80;8;12;1399.724;-69.84204493019264;-69.84204493019264;3.4918784434461827;0.04999679558260826;28833904;8623;OPTIMAL;193519.0;682;0.0;0.0;vertex;0.0
5;80;8;12;3600.007;-63.66229730048506;-63.66229730048506;4.985138535405902;0.07830597931262401;75195201;18155;TIME_LIMIT;1.641771e6;4145;0.0;0.0;vertex;0.0
1;80;8;24;114.103;-148.3605361361604;-148.3605361361604;7.417361758393724;0.04999551734961591;2198741;1525;OPTIMAL;13314.0;99;0.0;0.0;vertex;0.0
2;80;8;24;165.821;-97.74055710801684;-97.74055710801684;4.885725481036644;0.04998667518988296;3092372;4503;OPTIMAL;122541.0;1687;0.0;0.0;vertex;0.0
3;80;8;24;298.269;-101.79658111390165;-101.79658111390165;5.089564340082035;0.04999739956283255;5630474;5535;OPTIMAL;65907.0;699;0.0;0.0;vertex;0.0
4;80;8;24;63.356;-140.48288263061247;-140.48288263061247;6.9997441736652775;0.04982631365894233;1189931;1027;OPTIMAL;12949.0;114;0.0;0.0;vertex;0.0
