seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source
1;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;50;7;10;3601.845;-0.6568637009409543;-0.6568637009409543;0.5448790737591395;0.8295161887901594;4354310;132075;TIME_LIMIT;295749.0;17918;;;vertex
2;50;7;10;3601.443;-0.6785467060591251;-0.6785467060591251;0.5653154175436504;0.8331267582550046;4044825;137147;TIME_LIMIT;629339.0;28446;;;vertex
3;50;7;10;3601.899;-0.6964447883728754;-0.6964447883728754;0.6235599698845308;0.8953473129454704;5527158;128041;TIME_LIMIT;11312.0;1966;;;rounding
4;50;7;10;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;50;7;10;3602.129;-0.6526737887860717;-0.6526737887860717;0.6131136327839585;0.9393875521250938;5720226;119907;TIME_LIMIT;10094.0;1517;;;vertex
1;50;7;20;3601.237;-1.3883231099082143;-1.3883231099082143;1.061930869781452;0.7649018173094152;2181956;130249;TIME_LIMIT;804103.0;34405;;;rounding
2;50;7;20;3601.207;-1.5505104781410823;-1.5505104781410823;0.9244065766619523;0.5961949884854888;2238784;141657;TIME_LIMIT;107334.0;11243;;;vertex
3;50;7;20;3601.382;-1.6247267883900074;-1.6247267883900074;1.1255588610523226;0.6927680820525364;2471819;135699;TIME_LIMIT;573470.0;28698;;;vertex
4;50;7;20;3601.475;-1.4005310326184552;-1.4005310326184552;0.9544695938545316;0.6815054944338077;2238523;133015;TIME_LIMIT;3.459956e6;65540;;;vertex
5;50;7;20;3602.198;-1.4659289175968095;-1.4659289175968095;1.0808221938655875;0.7372950904314297;3315741;118499;TIME_LIMIT;291972.0;17054;;;vertex
1;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;80;8;12;3602.025;-1.0035501932143696;-1.0035501932143696;1.3028126479446307;1.2982037737163141;6255636;97943;TIME_LIMIT;10555.0;1178;;;rounding
2;80;8;12;3602.913;-0.869327292143562;-0.869327292143562;1.0317069768144085;1.1867877451200863;6904570;92003;TIME_LIMIT;1.197919e6;25343;;;rounding
3;80;8;12;3603.786;-0.8054736491888068;-0.8054736491888068;1.249390136098926;1.551124779013178;6222526;81941;TIME_LIMIT;438556.0;12791;;;vertex
4;80;8;12;3602.796;-0.8823794236966438;-0.8823794236966438;1.122112497461211;1.2716893292459477;5577086;92563;TIME_LIMIT;65579.0;4247;;;vertex
5;80;8;12;3603.832;-0.8419995601939139;-0.8419995601939139;1.1617151004045514;1.3797098660443559;5988553;83097;TIME_LIMIT;439679.0;13175;;;vertex
1;80;8;24;3601.988;-2.249971616723613;-2.249971616723613;2.4189831384296916;1.0751171794567753;2869821;99791;TIME_LIMIT;127948.0;9744;;;vertex
2;80;8;24;3602.292;-1.8706668526039731;-1.8706668526039731;1.9247999342660709;1.0289378526094821;3283529;96615;TIME_LIMIT;3.367041e6;47032;;;vertex
3;80;8;24;3601.647;-1.8406968505574857;-1.8406968505574857;2.113640109326318;1.1482825695530292;2453722;106035;TIME_LIMIT;275166.0;16580;;;follow_gradient
4;80;8;24;3601.587;-1.9453463978401677;-1.9453463978401677;1.9463580232063498;1.0005200232551412;2163176;109075;TIME_LIMIT;3.065125e6;51012;;;vertex
5;80;8;24;3602.053;-1.9349963469581497;-1.9349963469581497;1.9683274652922234;1.0172254166714427;2810219;98061;TIME_LIMIT;498464.0;20484;;;vertex
1;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
