seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
1;50;7;5;3628.007;-1.2684307229561417e-13;-1.2684307229561417e-13;6.990467528424759;5.5111149563873086e13;30616445;29681;TIME_LIMIT;89924.0;711;vertex;0.0;0.0;0.0
2;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
3;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
4;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
5;50;7;5;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
1;50;7;10;198.736;-33.45284004061308;-33.45284004061308;1.6649147855675466;0.04976901164583556;5199704;2565;OPTIMAL;12680.0;88;vertex;0.0;0.0;0.0
2;50;7;10;337.157;-23.7649322990524;-23.7649322990524;1.1881175757597902;0.049994570184707196;9089568;6079;OPTIMAL;121263.0;1276;vertex;0.0;0.0;0.0
3;50;7;10;22.84;-37.24302271370185;-37.24302271370185;1.8375846876276185;0.04934037448446858;605122;445;OPTIMAL;545.0;7;vertex;0.0;0.0;0.0
4;50;7;10;470.97;-22.993689716100974;-22.993689716100974;1.1494904854683377;0.0499915628879442;12680909;7163;OPTIMAL;115426.0;970;vertex;0.0;0.0;0.0
5;50;7;10;20.239;-37.283639549849234;-37.283639549849234;1.8385542593645496;0.0493126283153326;546428;463;OPTIMAL;1917.0;31;rounding;0.0;0.0;0.0
1;50;7;20;54.854;-66.75764572599013;-66.75764572599013;3.3355983516603374;0.04996578766949716;1354065;2005;OPTIMAL;1946.0;4;sr_rounding;0.0;0.0;0.0
2;50;7;20;30.95;-48.89852605583886;-48.89852605583886;2.436417477022694;0.049825990138035396;776420;1849;OPTIMAL;30939.0;926;vertex;0.0;0.0;0.0
3;50;7;20;0.011;-67.19462780983679;-67.19462780983679;2.671689305601163;0.039760459915964406;244;3;OPTIMAL;11.0;1;vertex;0.0;0.0;0.0
4;50;7;20;22.853;-48.92801076156209;-48.92801076156209;2.4452891101465184;0.049977284424314684;551354;1727;OPTIMAL;4239.0;187;vertex;0.0;0.0;0.0
5;50;7;20;5.322;-71.89139954013103;-71.89139954013103;3.583851589417918;0.04985090862527095;136675;459;OPTIMAL;329.0;13;vertex;0.0;0.0;0.0
1;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
2;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
3;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
4;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
5;80;8;6;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
1;80;8;12;1718.224;-69.75713531226219;-69.75713531226219;3.486999177802062;0.04998770609189714;33851369;8881;OPTIMAL;9609.0;39;vertex;0.0;0.0;0.0
2;80;8;12;3438.697;-47.092835853545125;-47.092835853545125;2.3538121418773983;0.04998238265364952;68479372;19009;OPTIMAL;684771.0;2066;vertex;0.0;0.0;0.0
